spaceFormID,spaceEditorID,spaceDisplayName,isWorldspace
001466FF,PackInTrapGunWallVertAutoPackinStorageCell,,0
00181593,COPY0139,,0
00183343,PackInElevatorVaultPackInStorageCell,,0
001C7773,COPY0342,,0
0020F05F,,,0
0015A1E1,PackInFloorTypesPackInStorageCell,,0
00181539,COPY0184,,0
0018159D,COPY0134,,0
00195B01,COPY0209,,0
0019DB85,COPY0213,,0
001C777D,COPY0337,,0
001DFAFD,,,0
001E6D71,,,0
001F8A99,,,0
002112C9,,,0
002233D9,,,0
0022E33D,,,0
0008C0A8,COPY0270,,0
000E4E88,COPY0002,,0
0014056C,PackInTreeMapleForestsmall1CrowMarkerPackinStorageCell,,0
00141700,COPY0072,,0
00180A54,PackInREPackIn_CampStorageCell,,0
0018F644,PackInDummy_44weapStorageCell,,0
001A45D0,COPY0237,,0
001DFB08,,,0
001F8AA4,PackInGenericExteriorClutter13StorageCell,,0
002112D4,,,0
0021CA6C,,,0
0024A2F0,ccEEJFO4VLTInterior01,Quick Test Cell,0
000A342E,PackInLvlFeralGhoulAggro512CrawlFlatPackInStorageCell,,0
000E4E92,COPY0012,,0
001184D6,COPY0053DUPLICATE000,,0
0017B9E6,COPY0107,,0
001A45DA,COPY0232,,0
001B0B1E,COPY0308,,0
001B88E6,COPY0318,,0
001F8AAE,,,0
002112DE,,,0
00211D6A,,,0
0021CA76,,,0
000DEA38,COPY0046DUPLICATE000,,0
000E4E9C,COPY0022,,0
000E6800,COPY0036,,0
00191E94,PackInRelayTowerPackInStorageCell,,0
001A45E4,COPY0227,,0
001A66B4,WarehouseClutter,Workbench Bonanza,0
001B0B28,COPY0303,,0
0007D27E,PackInLvlBloodbugAggro650CeilingTallPackInStorageCell,,0
000E4EA6,COPY0032,,0
0015800E,COPY0288,,0
00198D8E,PackInDummy_Food_Meat_RawStorageCell,,0
0019904A,PackInDummy_Weap_PlasmaGun_ShotgunStorageCell,,0
001B0B32,COPY0297,,0
001E48E2,,,0
00057128,PackInLvlMoleratAmbushLongStorageCell,,0
00069814,COPY0253,,0
000A2E0C,PackInMetalBarrelRadioactivePCK01StorageCell,,0
00175B7C,COPY0105,,0
00198D98,PackInDummy_GammaGunStorageCell,,0
00199054,,,0
00199630,CombatZoneHoldingCell,Combat Zone Holding Cell,0
00083FF2,PackInLvlBloatflyAggro512GroundPackInStorageCell,,0
000B40B2,PackInEncSentryBotAggro512PackInStorageCell,,0
000F7C4A,COPY0050,,0
0011849A,COPY0053,,0
0012B482,COPY0002DUPLICATE000,,0
00198DA2,,,0
0019905E,,,0
001F962A,,,0
0020B032,,,0
0001D11C,COPY0258,,0
00083FFC,PackInLvlStingwingAggro1500WallPackInStorageCell,,0
000A5E90,PackInLvlStingwingDefaultPackInStorageCell,,0
000B35CC,PackInDummy_Drink_NukaColaStorageCell,,0
0012B48C,PackInBldPlugGLight01GoboStorageCell,,0
00157FC8,COPY0286,,0
00199068,PackInDummy_Weap_CombatRifle_SniperStorageCell,,0
0019F4CC,COPY0223,,0
001CC8A0,COPY0345,,0
00072E32,PackInHoodedLamp01PackInStorageCell,,0
000A139A,PackInLvlFeralGhoulAmbushCrawlPackInStorageCell,,0
000A5E9A,PackInLvlGunnerDefaultPackInStorageCell,,0
000B35D6,PackInDummy_Ammo_AnyStorageCell,,0
000C4EB2,PackInLvlMirelurkHunterAggro512GroundPackInStorageCell,,0
0018271E,COPY0188,,0
0019F4D6,COPY0218,,0
00220036,,,0
001A45BC,COPY0247,,0
001DFAF4,,,0
0020F060,,,0
00155872,COPY0066,,0
0018AE5A,PackInMultiBarredDoorSinglePackIn02StorageCell,,0
001A45C6,COPY0242,,0
001DFAFE,,,0
001E6D72,,,0
001F8A9A,,,0
002112CA,,,0
0022E33E,,,0
000E4E89,COPY0003,,0
0017D855,COPY0287,,0
00181545,COPY0178,,0
001815A9,COPY0128,,0
0018F645,PackInDummy_CombatRifleStorageCell,,0
00192DBD,PackInBld03CornerBrickACom01Open01_PackInStorageCell,,0
00195B0D,COPY0203,,0
001C7789,COPY0331,,0
001E59F5,,,0
001F8AA5,,,0
002112D5,,,0
0021CA6D,,,0
000B0AA3,zUnusedTheater46A,Quick Test Cell,0
000E4E93,COPY0013,,0
0018154F,COPY0173,,0
001815B3,COPY0123,,0
00192DC7,PackInBld02CornerBrickACom01_PackInStorageCell,,0
001C7793,COPY0326,,0
001F8AAF,,,0
002112DF,,,0
00211D6B,,,0
0021CA77,,,0
000243CD,PackInDirtSlope01Forest01StorageCell,,0
000815A5,WarehouseBathrooms,Quick Test Cell,0
000E4E9D,COPY0023,,0
000E8D81,COPY0040,,0
0012BAA5,COPY0059DUPLICATE000,,0
0017B541,COPY0106,,0
00181559,COPY0168,,0
001815BD,COPY0118,,0
001B1939,COPY0314,,0
001C779D,COPY0321,,0
0007D27F,PackInLvlBloodbugAggro650GroundPackInStorageCell,,0
0008BE6F,PackInGameJam_Tree_OrangeStorageCell,,0
000E4EA7,COPY0033,,0
00157907,PackInHightTechLightCeiling04PackInStorageCell,,0
00170F47,COPY0096,,0
00181563,COPY0163,,0
001815C7,COPY0113,,0
00198D8F,PackInDummy_Food_AllStorageCell,,0
0019904B,,,0
001E48E3,,,0
000016D9,Vault111Start,Vault 111 Main Entrance,0
00057129,PackInLvlMoleratAmbushShortStorageCell,,0
000AECAD,COPY0283,,0
00170F51,COPY0091,,0
0018156D,COPY0158,,0
00198D99,PackInDummy_Ammo_FlareStorageCell,,0
00199055,PackInDummy_Weap_LaserGunBlue_ShotgunStorageCell,,0
001D5E8D,,,0
001EC205,CombatZone02,Quick Test Cell,0
002243AD,,,0
0024A319,VRWorkshopSharedHoldingCell,,0
00062547,WorkshopHoldingCell,Quick Test Cell,0
00083FF3,PackInLvlBloatflyAggro512WallPackInStorageCell,,0
000AB733,PackInIndCat1WayExtendablePairPackInStorageCell,,0
000B35C3,PackInDummy_RadMedsStorageCell,,0
000B40B3,PackInEncSentryBotAmbushPackInStorageCell,,0
00181577,COPY0153,,0
0018B0EF,PackInBarredDoorSinglePackIn02StorageCellDUPLICATE000,,0
00198DA3,,,0
0019905F,,,0
0019FCF7,COPY0217DUPLICATE000,,0
001F962B,PackInGenericExteriorClutter29StorageCell,,0
000479F9,PackInDN085RadioactiveGeyserStorageCell,,0
00055EE1,PackInPregnantRoachCritterStorageCell,,0
00083FFD,PackInLvlStingwingAggro1024WallPackInStorageCell,,0
0008C081,COPY0277,,0
000A5E91,PackInLvlRobotDefaultPackInStorageCell,,0
000B35CD,PackInDummy_Ammo_ShotgunShellStorageCell,,0
000EB775,WarehouseTraps,The most dangerous cell,0
000FACC5,COPY0049,,0
00146625,COPY0076,,0
00181581,COPY0148,,0
00199069,,,0
001A70A1,PackInLvlMirelurkAmbushHiddenPackInStorageCell,,0
0022002D,,,0
00072E33,PackInHoodedLamp02PackInStorageCell,,0
000A139B,PackInLvlFeralGhoulAggro800LayPackInStorageCell,,0
000A5E9B,PackInLvlRaiderDefaultPackInStorageCell,,0
000C4EB3,PackInLvlMirelurkHunterAmbushGroundPackInStorageCell,,0
001410A3,COPY0069,,0
0014662F,PackInTrapGunWallHorizRiflePackinStorageCell,,0
001466F7,PackInTrapGunWallVertPistolPackinStorageCellDUPLICATE001,,0
0018158B,COPY0143,,0
001A7047,COPY0292,,0
001F81EF,,,0
00203B17,,,0
00220037,,,0
0003D981,PackInLvlBloodbugAmbushWallPackInStorageCell,,0
00181595,COPY0138,,0
001C7775,COPY0341,,0
0020F061,,,0
00092A17,PackInSpotlight_Back_OnNEWStorageCell,,0
00155873,COPY0067,,0
00167D07,COPY0087,,0
001791FB,PackInHitLight01B_CoolStorageCell,,0
0018153B,COPY0183,,0
0018159F,COPY0133,,0
00195B03,COPY0208,,0
0019DB87,COPY0074,,0
001B4BE3,COPY0317,,0
001C777F,COPY0336,,0
001DFAFF,,,0
001E6D73,,,0
001F8A9B,,,0
002112CB,,,0
002141AB,,,0
0022E33F,,,0
